Type,Grain Label,Reference,Meteorite,Technique,Size (microns),Notes,7Li/6Li,Error[7Li/6Li],11B/10B,Error[11B/10B],12C/13C,Error[12C/13C],14N/15N,Error[14N/15N],d(29Si/28Si),Error[d(29Si/28Si)],d(30Si/28Si),Error[d(29Si/28Si)],26Al/27Al,Error[26Al/27Al],d(33S/32S),Error[d(33S/32S)],d(34S/32S),Error[d(34S/32S)],d(42Ca/40Ca),Error[d(42Ca/40Ca)],d(43Ca/40Ca),Error[d(43Ca/40Ca)],d(44Ca/40Ca),Error[d(44Ca/40Ca)],44Ti/48Ti,Error[44Ti/48Ti),d(46Ti/48Ti),Error[d(46Ti/48Ti)],d(47Ti/48Ti),Error[d(47Ti/48Ti)],d(49Ti/48Ti),Error[d(49Ti/48Ti)],d(50Ti/48Ti),Error[d(50Ti/48Ti)],51V/48Ti,Error[51V/48Ti],d(54Fe/56Fe),Error[d(54Fe/56Fe)],d(57Fe/56Fe),Error[d(57Fe/56Fe)],d(58Fe/56Fe),Error[d(58Fe/56Fe)],d(60Ni/58Ni),Error[d(60Ni/58Ni)],d(61Ni/58Ni),Error[d(61Ni/58Ni)],d(62Ni/58Ni),Error[d(62Ni/58Ni)],d(84Sr/86Sr),Error[d(84Sr/86Sr)],d(87Sr/86Sr),Error[d(87Sr/86Sr)],d(88Sr/86Sr),Error[d(88Sr/86Sr)],d(90Zr/94Zr),Error[d(90Zr/94Zr)],d(91Zr/94Zr),Error[d(91Zr/94Zr)],d(92Zr/94Zr),Error[d(92Zr/94Zr)],d(96Zr/94Zr),Error[d(96Zr/94Zr)],d(92Mo/96Mo),Error[d(92Mo/96Mo)],d(94Mo/96Mo),Error[d(94Mo/96Mo)],d(95Mo/96Mo),Error[d(95Mo/96Mo)],d(97Mo/96Mo),Error[d(97Mo/96Mo)],d(98Mo/96Mo),Error[d(98Mo/96Mo)],d(100Mo/96Mo),Error[d(100Mo/96Mo)],d(96Ru/100Ru),Error[d(96Ru/100Ru)],d(98Ru/100Ru),Error[d(98Ru/100Ru)],d(99Ru/100Ru),Error[d(99Ru/100Ru)],d(101Ru/100Ru),Error[d(101Ru/100Ru)],d(102Ru/100Ru),Error[d(102Ru/100Ru)],d(104Ru/100Ru),Error[d(104Ru/100Ru)],d(134Ba/136Ba),Error[d(134Ba/136Ba)],d(135Ba/136Ba),Error[d(135Ba/136Ba)],d(137Ba/136Ba),Error[d(137Ba/136Ba)],d(138Ba/136Ba),Error[d(138Ba/136Ba)],
M,KJC202,Hoppe LPSC 1996,Murchison,Bern 3f,0.70,,,,,,51.30,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,KJC203,Hoppe LPSC 1996,Murchison,Bern 3f,0.60,,,,,,60.50,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,KJC204,Hoppe LPSC 1996,Murchison,Bern 3f,0.40,,,,,,39.20,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,KJC205,Hoppe LPSC 1996,Murchison,Bern 3f,0.60,,,,,,33.30,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,KJC206,Hoppe LPSC 1996,Murchison,Bern 3f,0.60,,,,,,55.50,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,KJC207,Hoppe LPSC 1996,Murchison,Bern 3f,0.4,,,,,,170.10,64.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,KJC208,Hoppe LPSC 1996,Murchison,Bern 3f,0.60,,,,,,20.20,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,KJC209,Hoppe LPSC 1996,Murchison,Bern 3f,0.70,,,,,,12.30,1.30,254.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,KJC210,Hoppe LPSC 1996,Murchison,Bern 3f,0.9,,,,,,8.60,1.00,254.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,KJF-Bern-11b,Hoppe LPSC 1996,Murchison,Bern 3f,1.5,,,,,,4.00,0.10,154.4,6.2,5.2,15.0,16.0,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,KJF-Bern-13,Hoppe LPSC 1996,Murchison,Bern 3f,2.4,,,,,,9.05,0.11,648.8,91.0,-0.1,6.5,26.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AB,KJF-Bern-8,Hoppe LPSC 1996,Murchison,Bern 3f,2.4,,,,,,5.20,0.13,2725.0,544.0,52.2,9.3,23.2,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC58,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-549.0,51.0,-442.0,57.0,5.55E-01,3.90E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC59,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-199.0,34.0,-238.0,33.0,1.30E-02,5.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC60,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-78.0,244.0,-162.0,243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC61,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-201.0,45.0,-322.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC62,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-296.0,79.0,-457.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC63,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-284.0,100.0,-235.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC64,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-342.0,76.0,-517.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC65,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-460.0,37.0,-518.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC66,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-150.0,98.0,-221.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC67,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-268.0,82.0,-395.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC68,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-162.0,32.0,-291.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC69,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-229.0,63.0,-5.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC70,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-322.0,87.0,-438.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC71,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-521.0,89.0,-317.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC72,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-351.0,62.0,-259.0,66.0,7.50E-02,4.70E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC73,Hoppe MAPS 2000,Murchison,Bern 3f,,X0,,,,,,,,,56.0,57.0,-171.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC74,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-125.0,37.0,-125.0,33.0,2.38E-01,3.30E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC75,Hoppe MAPS 2000,Murchison,Bern 3f,,X0,,,,,,,,,17.0,69.0,-146.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC76,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-309.0,53.0,-207.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC77,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-129.0,43.0,-163.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC78,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-161.0,63.0,-127.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC98,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,287.00,59.00,49.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJC99,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,93.00,12.00,198.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD30,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,336.00,180.00,56.0,14.0,,,-605.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD31,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,455.00,445.00,140.0,28.0,-662.0,59.0,-770.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD32,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,161.00,29.00,62.0,6.0,-302.0,47.0,-461.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD33,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,170.00,13.00,116.0,10.0,-324.0,24.0,-429.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD34,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,111.00,16.00,125.0,13.0,-433.0,33.0,-500.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD35,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,21.0,4.0,-337.0,68.0,-511.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD36,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,54.0,5.0,-349.0,45.0,-427.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD37,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,96.00,26.00,70.0,8.0,-286.0,51.0,-401.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD38,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,157.00,102.00,34.0,4.0,-260.0,59.0,-465.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD39,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,443.00,113.00,49.0,1.0,-247.0,26.0,-367.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD40,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-314.0,57.0,-383.0,53.0,1.10E-02,2.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD41,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-237.0,34.0,-230.0,34.0,1.20E-02,2.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD42,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-258.0,17.0,-229.0,17.0,2.11E-01,8.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD43,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-425.0,17.0,-399.0,39.0,1.36E-01,4.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD44,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-323.0,18.0,-245.0,18.0,9.70E-02,5.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD45,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-193.0,45.0,-314.0,35.0,2.50E-02,2.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD46,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-342.0,34.0,-448.0,28.0,6.30E-02,7.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD47,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-246.0,28.0,-325.0,25.0,2.06E-01,2.90E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD48,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-288.0,40.0,-406.0,35.0,1.40E-01,7.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD49,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-442.0,22.0,-423.0,22.0,1.97E-01,1.10E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD50,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-361.0,47.0,-510.0,40.0,3.00E-03,2.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD51,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-269.0,40.0,-699.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD52,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-474.0,37.0,-667.0,21.0,1.20E-02,5.00E-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD53,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-357.0,18.0,-703.0,12.0,3.64E-01,1.60E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD54,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-335.0,22.0,-454.0,20.0,2.75E-01,2.40E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD55,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-338.0,14.0,-457.0,13.0,3.20E-01,1.80E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJD56,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-364.0,26.0,-483.0,22.0,1.18E-01,1.20E-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE15,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,27.0,1.0,-286.0,20.0,-630.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE16,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,342.00,52.00,54.0,7.0,-329.0,27.0,-392.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE17,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,87.00,4.00,87.0,2.0,-126.0,13.0,-219.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE18,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,1621.00,488.00,13.0,1.0,-476.0,18.0,-519.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE19,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,185.00,17.00,62.0,3.0,-332.0,19.0,-467.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE20,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,113.00,7.00,72.0,1.0,-367.0,14.0,-480.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE21,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,294.00,57.00,43.0,3.0,-328.0,32.0,-522.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE22,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,1234.00,358.00,21.0,2.0,-534.0,19.0,-510.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE23,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,43.00,2.00,25.0,1.0,-361.0,25.0,-477.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE24,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,41.00,1.00,71.0,3.0,-209.0,21.0,-315.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE25,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-521.0,64.0,-628.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE26,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,48.0,8.0,-215.0,80.0,-530.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE27,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,226.00,27.00,87.0,3.0,-185.0,19.0,-268.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE28,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,475.00,75.00,62.0,4.0,-292.0,25.0,-501.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE29,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,90.00,8.00,83.0,5.0,-150.0,20.0,-218.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE79,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-196.0,21.0,-340.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE80,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-298.0,17.0,-457.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE81,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-526.0,20.0,-458.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE82,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-381.0,47.0,-295.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE83,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-329.0,7.0,-465.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE84,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-266.0,23.0,-476.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE85,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-191.0,21.0,-330.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,KJE86,Hoppe MAPS 2000,Murchison,Bern 3f,,,,,,,,,,,-327.0,26.0,-492.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
